Title,imdbRating,imdbVotes,Metascore,Runtime,Year,Genre1,Genre2,Rated,Director,Actors1,Actors2,Country,Writer,Awards,Released,imdbID,Plot,Poster
Confessions of a Dangerous Mind,7.1,72333,67,113,2002,Biography,Comedy,R,George Clooney,Dick Clark,Sam Rockwell,USA,"Chuck Barris (book), Charlie Kaufman (screenplay)",7 wins & 11 nominations.,24-Jan-03,tt0270288,"An adaptation of the cult memoir of game show impresario Chuck Barris, in which he purports to have been a CIA hitman.",https://images-na.ssl-images-amazon.com/images/M/MV5BYmFiMWVmMzUtZTUwMC00ZTVjLTgxMGItODEyNjFkMzNhN2ZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Kiss Kiss Bang Bang,7.6,178672,72,103,2005,Comedy,Crime,R,Shane Black,Robert Downey Jr.,Val Kilmer,USA,"Brett Halliday (novel), Shane Black (screen story), Shane Black (screenplay)",5 wins & 15 nominations.,18-Nov-05,tt0373469,"A murder mystery brings together a private eye, a struggling actress, and a thief masquerading as an actor.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NDExMDA3M15BMl5BanBnXkFtZTYwNTc2MzA3._V1_SX300.jpg
The Alchemist Cookbook,4.5,188,N/A,82,2016,Drama,Horror,N/A,Joel Potrykus,Ty Hickson,Amari Cheatom,USA,Joel Potrykus,2 nominations.,7-Oct-16,tt5128826,"Suffering from delusions of fortune, a young hermit hides out in the forest hoping to crack an ancient mystery, but pays a price for his mania.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMzMxMTUyOF5BMl5BanBnXkFtZTgwMjg4NzgwMDI@._V1_SX300.jpg
Ed Wood,7.9,143382,70,127,1994,Biography,Comedy,R,Tim Burton,Johnny Depp,Martin Landau,USA,"Rudolph Grey (book), Scott Alexander, Larry Karaszewski",Won 2 Oscars. Another 23 wins & 25 nominations.,7-Oct-94,tt0109707,"An ambitious but troubled movie director tries his best to fulfill his dream, despite his lack of support.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Queen of the Damned,5.2,44361,30,101,2002,Drama,Fantasy,R,Michael Rymer,Aaliyah,Stuart Townsend,USA,"Anne Rice (novels), Scott Abbott (screenplay), Michael Petroni (screenplay)",7 nominations.,22-Feb-02,tt0238546,The vampire Lestat becomes a rock star whose music wakes up the queen of all vampires.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNDEyMzEzMV5BMl5BanBnXkFtZTYwMDM1NjA3._V1_SX300.jpg
Under the Greenwood Tree,7,1891,N/A,93,2005,Drama,Romance,N/A,Nicholas Laughland,Keeley Hawes,James Murray,UK,"Thomas Hardy (novel), Ashley Pharoah (adaptation)",N/A,23-Apr-06,tt0465653,"In this lighthearted romance from Victorian novelist Thomas Hardy, the beautiful new village school teacher is pursued by three suitors: a working-class man, a landowner, and the vicar.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NzczMzc0NF5BMl5BanBnXkFtZTcwOTU0NzIzMQ@@._V1_SX300.jpg
Northern Soul,6.4,2617,64,102,2014,Drama,Music,R,Elaine Constantine,Steve Coogan,Antonia Thomas,UK,Elaine Constantine,Nominated for 1 BAFTA Film Award. Another 1 nomination.,17-Oct-14,tt1837613,"Set in 1974, an authentic and uplifting tale of two friends whose horizons are opened up by the discovery of black American soul music.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODAzNjQ3OF5BMl5BanBnXkFtZTgwNjgyMTI4NjE@._V1_SX300.jpg
Like Water,7,1375,N/A,76,2011,Documentary,Biography,NOT RATED,Pablo Croce,Anderson Silva,Jose Aldo,USA,"Ramon Lemos, Lyoto Machida, Damaso Pereira, Ed Soares",1 win.,1-Jun-12,tt1872819,"In the most brutal and often most misunderstood sport in the world, becoming a champion takes more than just blood, sweat, and tears. Like Water follows middleweight Ultimate Fighter ...",http://ia.media-imdb.com/images/M/MV5BNTUyOTkyNzQ4NV5BMl5BanBnXkFtZTcwNzk3OTg3Nw@@._V1_SX300.jpg
Plump Fiction,2.7,3287,N/A,82,1997,Comedy,Crime,R,Bob Koherr,Tommy Davidson,Julie Brown,USA,Bob Koherr,N/A,23-May-97,tt0117350,Follows the plot of Pulp Fiction (1994). Scenes from other movies are also parodied.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNDE5NDcxN15BMl5BanBnXkFtZTYwNzM1OTY5._V1_SX300.jpg
Gia,7,31936,N/A,120,1998,Biography,Drama,R,Michael Cristofer,Angelina Jolie,Elizabeth Mitchell,USA,"Jay McInerney, Michael Cristofer",Won 2 Golden Globes. Another 8 wins & 13 nominations.,31-Jan-98,tt0123865,"The story of the life of Gia Carangi, a top fashion model from the late 1970s, from her meteoric rise to the forefront of the modeling industry, to her untimely death from AIDS at age 26.",https://images-na.ssl-images-amazon.com/images/M/MV5BOWU4MTdmZWQtZGQ2Mi00Zjc0LThiNDAtNTY2NDZkMzAwNWJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
Insomnia,7.2,222030,78,118,2002,Drama,Mystery,R,Christopher Nolan,Al Pacino,Martin Donovan,USA,"Hillary Seitz (screenplay), Nikolaj Frobenius, Erik SkjoldbjÌ_rg",1 win & 10 nominations.,24-May-02,tt0278504,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5Nzk2NDY3MF5BMl5BanBnXkFtZTgwMzI5MDgxMTE@._V1_SX300.jpg
Virus,4.8,22134,19,99,1999,Action,Horror,R,John Bruno,Jamie Lee Curtis,William Baldwin,USA,"Chuck Pfarrer (creator: Dark Horse Comic Book series: ""Virus""), Chuck Pfarrer (screenplay), Dennis Feldman (screenplay)",N/A,15-Jan-99,tt0120458,"When the crew of an American tugboat boards an abandoned Russian research vessel, the alien life form aboard regards them as a virus which must be destroyed.",https://images-na.ssl-images-amazon.com/images/M/MV5BNGRiMmNmZGMtOGMwZi00MjMwLTkzZTQtNDViODE2ZmFiZWUzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg
Open House,4.4,2002,N/A,88,2010,Crime,Drama,R,Andrew Paquin,Brian Geraghty,Rachel Blanchard,USA,Andrew Paquin,2 nominations.,24-Apr-10,tt1448762,"A couple on the verge of a nasty divorce attempt to sell their empty love nest and move on with their lives, separately. After a successful open house they are horrified to discover, days ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NjQ0ODYyMF5BMl5BanBnXkFtZTcwMzA0ODkwNQ@@._V1_SX300.jpg
"Larceny, Inc.",7.5,1653,N/A,95,1942,Comedy,Crime,APPROVED,Lloyd Bacon,Edward G. Robinson,Jane Wyman,USA,"Everett Freeman (screenplay), Edwin Gilbert (screenplay), Laura Perelman (play), S.J. Perelman (play)",N/A,2-May-42,tt0034965,"Three ex-cons buy a luggage shop to tunnel into the bank vault next door. But despite all they can do, the shop prospers...",http://ia.media-imdb.com/images/M/MV5BN2E1ODgwODEtNTAyYi00YzM3LWJlZjktNzgyMWQwMmYzNGZlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
Z.P.G.,6.2,767,N/A,97,1972,Sci-Fi,Thriller,PG,Michael Campus,Oliver Reed,Geraldine Chaplin,USA,"Frank De Felitta, Max Ehrlich",1 win.,15-Dec-72,tt0069530,"In the not too distant future, a very smoggy and overpopulated Earth government makes it illegal to have children for a generation. One couple, unsatisfied with their substitute robot baby,...",http://ia.media-imdb.com/images/M/MV5BMjE5MjE5MjI5OF5BMl5BanBnXkFtZTgwNDI2MTkwMzE@._V1_SX300.jpg
Hot Pursuit,5.1,35989,31,87,2015,Action,Comedy,PG-13,Anne Fletcher,Reese Witherspoon,SofÌ_a Vergara,USA,"David Feeney, John Quaintance",4 nominations.,8-May-15,tt2967224,An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzc0MDk0NDMwM15BMl5BanBnXkFtZTgwNTIzMjE1NTE@._V1_SX300.jpg
Mandrake,3.6,631,N/A,89,2010,Adventure,Fantasy,N/A,Tripp Reed,Max Martini,Betsy Russell,USA,"William B. Steakley (story), David Ray (screenplay), Tripp Reed (screenplay)",N/A,11-Sep-10,tt1523367,An expedition led by adventurer DARREN McCALL and funded by the wealthy Harry Vargas braves the impenetrable jungle to retrieve a fabled bejeweled dagger from an ancient burial ground. But ...,http://ia.media-imdb.com/images/M/MV5BMjE0MzQ5NzQzMV5BMl5BanBnXkFtZTcwOTE1NzA1NA@@._V1_SX300.jpg
Kiss of Death,5.9,14353,N/A,101,1995,Action,Crime,R,Barbet Schroeder,David Caruso,Samuel L. Jackson,USA,"Eleazar Lipsky (story), Ben Hecht, Charles Lederer, Richard Price (screenplay)",1 nomination.,21-Apr-95,tt0113552,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY2MTMyMjM0OV5BMl5BanBnXkFtZTcwNzQ0OTUyMQ@@._V1_SX300.jpg
"Das Auto: The Germans, Their Cars and Us",6.9,21,N/A,60,2013,Documentary,Documentary,N/A,Fatima Salaria,Dominic Sandbrook,Stephen Bayley,UK,Dominic Sandbrook,N/A,4-Aug-13,tt3106134,N/A,N/A
Like Minds,6.4,3806,N/A,110,2006,Crime,Horror,PG-13,Gregory Read,Eddie Redmayne,Tom Sturridge,Australia,Gregory Read,N/A,9-Nov-06,tt0425196,A forensic psychologist (Collette) is tasked with determining whether or not a minor should face murder charges for killing his schoolmate.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNjk4MDU0Nl5BMl5BanBnXkFtZTcwODM1MDE1MQ@@._V1_SX300.jpg
Malcolm's Echo: The Legacy of Malcolm X,N/A,N/A,N/A,84,2008,Documentary,Documentary,N/A,Dami Akinnusi,N/A,N/A,UK,Dami Akinnusi,N/A,1-Feb-08,tt2347488,Malcolm's Echo lifts Malcolm X off the pages of history and places his legacy firmly in our consciousness.,N/A
The Song of Bernadette,7.7,4428,N/A,156,1943,Biography,Drama,APPROVED,Henry King,Jennifer Jones,Charles Bickford,USA,"George Seaton (screenplay), Franz Werfel (novel)",Won 4 Oscars. Another 4 wins & 8 nominations.,1-Apr-45,tt0036377,"In 1858 France, Bernadette, an adolescent peasant girl, has a vision of ""a beautiful lady"" in the city dump. She never claims it to be anything other than this, but the townspeople all ...","http://ia.media-imdb.com/images/M/MV5BNDYwOTI3MDA5MF5BMl5BanBnXkFtZTcwMzU4MDAwMQ@@._V1._CR32,43,281,402_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg"
Ring the Bell,6.4,326,N/A,97,2013,Drama,Drama,PG,Thomas Weber,Ryan Scharoun,Ashley Nicole Anderson,USA,"Mark Miller, Thomas Weber",N/A,9-Apr-13,tt2327495,"When high-powered sports agent Rob Decker arrives looking for his next major league prospect, he finds more than he bargained for at the Cooke Boys Ranch. As he works to secure Shawn Hart, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMzc2OTA2Ml5BMl5BanBnXkFtZTgwNzIyNzA2MDE@._V1_SX300.jpg
InSight,5,879,N/A,92,2011,Drama,Mystery,R,Richard Gabai,Sean Patrick Flanery,Natalie Zea,USA,"Aaron Ginsburg, Wade McIntyre",N/A,30-Apr-11,tt1687277,"Kaitlyn, an ER nurse who is tending to a young stabbing victim, is accidentally electrocuted by the defibrillator that is used in an effort to save the woman's life. Almost immediately ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNjQ5Njc4NF5BMl5BanBnXkFtZTcwNDU1Njc4NQ@@._V1_SX300.jpg
American Ninja 3: Blood Hunt,3.4,3827,N/A,89,1989,Action,Drama,R,Cedric Sundstrom,David Bradley,Steve James,USA,"Avi Kleinberger (characters), Gideon Amir (characters), Gary Conway",N/A,24-Feb-89,tt0096804,"Jackson is back, and now he has a new partner, karate champion Sean, as they must face a deadly terrorist known as ""The Cobra"", who has infected Sean with a virus. Sean and Jackson have no ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NjEzNDU0Ml5BMl5BanBnXkFtZTcwMTcwNTMyMQ@@._V1_SX300.jpg
Kiss of the Dragon,6.6,53454,58,98,2001,Action,Crime,R,Chris Nahon,Jet Li,Bridget Fonda,France,"Jet Li (story), Luc Besson (screenplay), Robert Mark Kamen (screenplay)",N/A,6-Jul-01,tt0271027,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjM4ODUyM15BMl5BanBnXkFtZTYwMzMxMzg5._V1_SX300.jpg
Java Heat,5.2,4154,35,104,2013,Action,Crime,R,Conor Allyn,Kellan Lutz,Ario Bayu,USA,"Conor Allyn (screenplay), Rob Allyn (screenplay)",N/A,9-May-13,tt2083231,A Muslim detective teams with an American posing as a graduate student to find the man behind a series of deadly terrorist bombings in Indonesia.,N/A
Like Mike,5.1,15229,47,99,2002,Comedy,Family,PG,John Schultz,Shad Moss,Morris Chestnut,USA,"Michael Elliot (story), Michael Elliot (screenplay), Jordan Moffet (screenplay)",1 win & 6 nominations.,3-Jul-02,tt0308506,"A 14-year-old orphan becomes an NBA superstar after trying on a pair of sneakers with the faded initials ""M.J."" inside.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNDYzNjUxNV5BMl5BanBnXkFtZTYwODM4Njk2._V1_SX300.jpg
Willy Wonka & the Chocolate Factory,7.8,132049,N/A,100,1971,Family,Fantasy,G,Mel Stuart,Gene Wilder,Jack Albertson,USA,"Roald Dahl (screenplay), Roald Dahl (book)",Nominated for 1 Oscar. Another 1 win & 1 nomination.,30-Jun-71,tt0067992,"Charlie receives a golden ticket to a factory, his sweet tooth wants going into the lushing candy, it turns out there's an adventure in everything.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1NTg4NTI4MF5BMl5BanBnXkFtZTgwMjI3NjMxMDE@._V1_SX300.jpg
Under the Volcano,7.1,3587,N/A,112,1984,Drama,Drama,R,John Huston,Albert Finney,Jacqueline Bisset,Mexico,"Malcolm Lowry (novel), Guy Gallo (screenplay)",Nominated for 2 Oscars. Another 3 wins & 5 nominations.,13-Jun-84,tt0088322,"Against a background of war breaking out in Europe and the Mexican fiesta Day of Death, we are taken through one day in the life of Geoffrey Firmin, a British consul living in alcoholic ...",http://ia.media-imdb.com/images/M/MV5BMTU2ODg3NDI1OF5BMl5BanBnXkFtZTcwNDcxNzM1MQ@@._V1_SX300.jpg
Under the Mountain,4.9,1803,N/A,90,2009,Adventure,Drama,PG-13,Jonathan King,Tom Cameron,Sophie McBride,New Zealand,"Maurice Gee (novel), Matthew Grainger (screenplay), Jonathan King (screenplay)",3 wins & 5 nominations.,10-Dec-09,tt1275861,Teenage twins battle dark forces hidden beneath Auckland's volcanoes.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxODgxNDM3M15BMl5BanBnXkFtZTcwNjY1MTA3Mw@@._V1_SX300.jpg
Willow,7.3,81767,N/A,126,1988,Action,Adventure,PG,Ron Howard,Val Kilmer,Joanne Whalley,USA,"George Lucas (story), Bob Dolman (screenplay)",Nominated for 2 Oscars. Another 1 win & 9 nominations.,20-May-88,tt0096446,A reluctant dwarf must play a critical role in protecting a special baby from an evil queen.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2MjIwODIwM15BMl5BanBnXkFtZTcwNjM1MTgyMQ@@._V1_SX300.jpg
Gandhi's Gift: The Miracle of Noakhali,N/A,N/A,N/A,29,2015,Documentary,Biography,N/A,Kell Kearns,Kell Kearns,Cynthia Lukas,USA,Kell Kearns,N/A,N/A,tt4809890,"On the brink of attaining independence from the British but with his heart breaking by the partition of India and its terrible communal violence, the 77-year-old Master of Nonviolence makes...",http://ia.media-imdb.com/images/M/MV5BOGY2NDVhNjUtZjU3NS00ZGY0LTkwNGQtYmM0Njk3YTQzMWRiXkEyXkFqcGdeQXVyMjAyMDQ4MDI@._V1_SX300.jpg
Hearts of Hot Shots Part Deux: A Filmmaker's Apology,7.8,37,N/A,N/A,1993,Documentary,Short,N/A,Victor Davis,Jamie Abrahams,Jim Abrahams,USA,"Victor Davis, Thomas C. Grane",N/A,21-May-93,tt0864969,N/A,http://ia.media-imdb.com/images/M/MV5BYzFjMzc5MjYtYzRhYi00YjFmLWJlZmMtMmM2MjFmMjk1MzU3XkEyXkFqcGdeQXVyNTY2MzQ3MDE@._V1_SX300.jpg
Element,4.5,90,N/A,88,2016,Thriller,Thriller,N/A,Jon Keeyes,Michael Ironside,Steven Michael Quezada,USA,Brett Bentman,N/A,1-Apr-16,tt3645178,"Desperate to recall the memory of his dead wife, a financial advisor turns to hypnosis as a means to reshape the past.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3NzMyMTA0MF5BMl5BanBnXkFtZTgwODcyMjM3NjE@._V1_SX300.jpg
In the Electric Mist,6.1,13812,N/A,117,2009,Crime,Drama,R,Bertrand Tavernier,Tommy Lee Jones,John Goodman,France,"Jerzy Kromolowski (screenplay), Mary Olson-Kromolowski (screenplay), James Lee Burke (novel)",2 nominations.,15-Apr-09,tt0910905,"A detective in post-Katrina New Orleans has a series of surreal encounters with a troop of friendly Confederate soldiers while investigating serial killings of local prostitutes, a 1965 lynching, and corrupt local businessmen.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MTEwMTI4MV5BMl5BanBnXkFtZTcwNDEyNzMzMg@@._V1_SX300.jpg
Hot Bot,3.4,1183,N/A,86,2016,Comedy,Sci-Fi,N/A,Michael Polish,Zack Pearlman,Doug Haley,USA,"Mark Polish, Mark Polish, Michael Polish, Michael Polish",N/A,1-Mar-16,tt2854394,Hot Bot is the hilarious journey of two sexually repressed and unpopular teenage geeks who accidentally discover a life-like super-model sex bot (Bardot).,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NDgzNzk5MV5BMl5BanBnXkFtZTgwOTI5MTYwODE@._V1_SX300.jpg
The Alarmist,5.2,778,N/A,92,1997,Comedy,Comedy,R,Evan Dunsky,David Arquette,Stanley Tucci,USA,"Keith Reddin (play), Evan Dunsky (screenplay)",N/A,16-Oct-98,tt0119534,"Young Tommy Hudler decides to become a security systems salesman, and is an instant success. Everything seems to be going great until he discovers there's more to this business and his boss...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMTU2OTI4NV5BMl5BanBnXkFtZTcwMTM4MDEyMQ@@._V1_SX300.jpg
Northmen - A Viking Saga,5.3,6555,50,97,2014,Action,Adventure,R,Claudio FÌ_h,Ed Skrein,James Norton,Switzerland,"Bastian Zach, Matthias Bauer",1 nomination.,23-Oct-14,tt2290553,A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.,http://ia.media-imdb.com/images/M/MV5BMTUyMjI1MjI5MV5BMl5BanBnXkFtZTgwNjYyMDU0MjE@._V1_SX300.jpg
The Spy Who Loved Me,7.1,77171,N/A,125,1977,Action,Adventure,PG,Lewis Gilbert,Roger Moore,Barbara Bach,UK,"Christopher Wood (screenplay), Richard Maibaum (screenplay)",Nominated for 3 Oscars. Another 2 wins & 8 nominations.,3-Aug-77,tt0076752,James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads with the help of a KGB agent whose lover he killed.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1MTA5NDE1NF5BMl5BanBnXkFtZTcwMDIzMzY0NA@@._V1_SX300.jpg
Not Easily Broken,6.1,2347,43,99,2009,Drama,Romance,PG-13,Bill Duke,Morris Chestnut,Taraji P. Henson,USA,"Brian Bird (screenplay), T.D. Jakes (novel)",1 win & 2 nominations.,9-Jan-09,tt0795438,A car accident and shifting affections test the bond between a married couple.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MDEzMTgyNV5BMl5BanBnXkFtZTcwNzUxOTQxMg@@._V1_SX300.jpg
In the Cut,5.3,18770,46,119,2003,Mystery,Thriller,R,Jane Campion,Jennifer Jason Leigh,Meg Ryan,Australia,"Jane Campion (screenplay), Susanna Moore (screenplay), Susanna Moore (novel), Stavros Kazantzidis (additional writer)",1 win & 2 nominations.,31-Oct-03,tt0199626,"New York writing professor, Frannie Avery, has an affair with a police detective who is investigating the murder of a beautiful young woman in her neighborhood.",https://images-na.ssl-images-amazon.com/images/M/MV5BZjc5NzdiMjYtMWE5NC00MWEzLThiNmYtZjE4MjllZjgwYTU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Summer Visitor: The Great Blue Heron,N/A,N/A,N/A,14,1986,Documentary,Short,N/A,N/A,Al Dubois,Al Dubois,Canada,Douglas Cameron,N/A,N/A,tt0227586,N/A,N/A
Mega Piranha,2.4,4687,N/A,92,2010,Horror,Sci-Fi,R,Eric Forsberg,Paul Logan,Tiffany,USA,Eric Forsberg,N/A,10-Apr-10,tt1587807,A mutant strain of giant ferocious piranha escape from the Amazon and eat their way toward Florida.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjU3ODY2NzMwNV5BMl5BanBnXkFtZTcwNjg4MzI1Mw@@._V1_SX300.jpg
In Stereo,4.3,137,33,97,2015,Comedy,Drama,N/A,Mel Rodriguez III,Maggie Geha,Aimee Mullins,USA,"Mel Rodriguez III, Mel Rodriguez III (story), Mel Rodriguez III",N/A,3-Jul-15,tt3478186,"David and Brenda are perfect for each other, and everyone knows it except David and Brenda. After they break up, due to mutual immaturity, they voyage through a romantic Purgatory that ...",http://ia.media-imdb.com/images/M/MV5BMjM1MzE1NDM2Nl5BMl5BanBnXkFtZTgwMDA5Njk2NTE@._V1_SX300.jpg
Unlawful Entry,6.2,11107,N/A,117,1992,Crime,Drama,R,Jonathan Kaplan,Kurt Russell,Ray Liotta,Japan,"George Putnam (story), John Katchmer (story), Lewis Colick (story), Lewis Colick (screenplay)",1 nomination.,26-Jun-92,tt0105699,"After a break-in at their house, a couple gets help from one of the cops that answered their call. He helps them install the security system, and begins dropping by on short notice and ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMzQwNzYyMjBeQTJeQWpwZ15BbWU3MDU3NDIzMjE@._V1_SX300.jpg
