,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Rated,Language,Country,Director,Year,Genre,Runtime,imdbVotes,Actors1,Actors2,Words,DiversityW,Verb/Noun,Zipf,WordL,imdbRating
Sniper: Legacy,0.281142621,0.309061728,0.17622186,0.530203401,0.331455855,0.269633931,0.26778301,0.476766088,0.266509777,0.442852273,0.694005534,0.048074452,0.248182662,0.118664207,0.467621363,0.549942258,0.616106322,0.593093656,0.268815277,0.601320616,0.781568029,0.426532436,0.950745055,0.251254947,0.3198642,0.408213418,0.299197892,0.175511486,0.439037655,0.310555178,R,English,Bulgaria,Don Michael Paul,2014,"Action, Thriller, War",95,"2,215",Doug Allen, Asen Asenov,6968,0.206371986,1.090111643,0.942972497,3.307548794,5.3
Open Water,0.545917121,0.900037144,0.337311295,0.816011156,0.295108415,0.096128946,0.142468346,0.701610449,0.153550785,0.867685139,0.984929831,0.109770854,0.591091591,0.436954079,0.316962042,0.629003483,0.371224201,0.997352409,0.480039361,0.249488517,0.591491122,0.452561554,0.60972059,0.062640146,0.61852101,0.50289924,0.200556254,0.153505408,0.603557092,0.182742462,R,English,USA,Chris Kentis,2003,"Adventure, Biography, Drama",79,"42,717",Blanchard Ryan, Daniel Travis,8570,0.331855309,1.065731814,0.996280032,4.305834306,5.7
Confidence,0.293513114,0.487385547,0.113065678,0.464973398,0.356056838,0.278977101,0.230774682,0.552035253,0.371575992,0.415738402,0.873973391,0.054304817,0.387910665,0.135454587,0.643838514,0.539153234,0.695808876,0.747535359,0.499960833,0.644501771,0.790665975,0.771848017,0.88851841,0.165007942,0.424017729,0.32671491,0.163689853,0.143832322,0.734587205,0.407286448,R,English,"USA, Canada, Germany",James Foley,2003,"Crime, Thriller",97,"30,695",Edward Burns, Rachel Weisz,15618,0.181329235,0.926305354,0.974429688,3.467985658,6.7
In the French Style,0.670354506,0.816320768,0.288132179,0.23453925,0.538174641,0.25968775,0.508868783,0.611746738,0.314386783,0.724054539,0.974239732,0.244541475,0.871807013,0.417071914,0.605516782,0.888479418,0.610773358,0.939001314,0.865622123,0.536194382,0.812731927,0.419044293,0.95417901,0.224950188,0.812365162,0.492011371,0.114934878,0.350469323,0.632807382,0.638196184,N/A,English,"USA, France",Robert Parrish,1963,"Romance, Drama",105,134,Jean Seberg, Stanley Baker,10865,0.15821445,0.838770686,0.945336171,3.341463415,6.7
White Sands,0.357842399,0.581173541,0.120180867,0.603219179,0.441913373,0.279576726,0.211343356,0.586437489,0.173347578,0.555398775,0.967870544,0.031707919,0.426028423,0.108525681,0.430809885,0.749542611,0.603769757,0.805333707,0.499803047,0.575154706,0.83679842,0.450295599,0.897513681,0.150080177,0.51673302,0.332580389,0.189181446,0.0654735,0.640714629,0.271332804,R,English,USA,Roger Donaldson,1992,"Action, Crime, Drama",101,"5,617",Willem Dafoe, Mary Elizabeth Mastrantonio,8751,0.174037253,0.875220718,0.885877518,3.202719689,6
American Psycho,0.416688362,0.778889899,0.445355381,0.310774564,0.359436836,0.111129342,0.157376197,0.375653292,0.172258289,0.74200469,0.940410604,0.263493907,0.709607519,0.461048503,0.746704618,0.854167855,0.36844408,0.881361441,0.57283178,0.269638597,0.672331345,0.319762761,0.941357059,0.191342278,0.840052094,0.582444843,0.36188857,0.150087975,0.441104699,0.853490213,R,"English, Spanish, Cantonese",USA,Mary Harron,2000,"Crime, Drama",102,"364,318",Christian Bale, Justin Theroux,11117,0.179274984,1.045592705,0.974143719,3.343078169,7.6
Revenge for Jolly!,0.445322622,0.8484336,0.390727757,0.424980323,0.222463189,0.019713275,0.033439182,0.457777102,0.139114064,0.754785095,0.985151287,0.134049724,0.534508339,0.388593552,0.707415285,0.671991865,0.296365774,0.993472645,0.418864199,0.117206835,0.636030563,0.373469031,0.65142212,0.049275067,0.686018295,0.497642076,0.120160355,0.045518781,0.698210794,0.483324342,R,English,USA,Chadd Harbold,2012,"Comedy, Drama",81,"1,009",Brian Petsos, Kristen Wiig,5870,0.160136286,0.796536797,0.932686894,3.045144804,4.6
American Nomads,0.43829201,0.537594325,0.44487669,0.316984328,0.367104032,0.299682305,0.45287005,0.192754646,0.374661188,0.660866817,0.619574048,0.23663347,0.526595966,0.325036314,0.829246008,0.900333508,0.365116099,0.467976684,0.57566392,0.498572207,0.608964345,0.268650578,0.986395016,0.594122271,0.797460391,0.6107046,0.13143207,0.468067773,0.25791508,0.917347797,N/A,English,UK,Gerry Troyna,2011,Documentary,90,92,,,13435,0.191068106,1.126392459,0.970023404,3.603498325,7.8
White Nights,0.478897723,0.707216099,0.262355479,0.326353157,0.358592712,0.140700829,0.241899144,0.466529019,0.281235189,0.556882542,0.983750524,0.157683717,0.816353838,0.354748203,0.561312861,0.864623435,0.464380452,0.954706738,0.773221962,0.469601033,0.876494042,0.346272229,0.945660895,0.261190625,0.76549758,0.577781559,0.185596939,0.115873143,0.622724848,0.435973554,PG-13,"English, Russian",USA,Taylor Hackford,1985,Drama,136,"5,331",Mikhail Baryshnikov, Gregory Hines,10928,0.14851757,0.668918919,0.920432578,3.265373353,6.6
Barbie and the Secret Door,0.793191815,0.985516649,0.561594249,0.575538026,0.343945151,0.03433151,0.057303094,0.686545322,0.085234029,0.978564408,0.998951278,0.086153964,0.721722349,0.42904581,0.537867356,0.854422304,0.212132975,0.996999834,0.684061035,0.036132162,0.912768953,0.189716086,0.858261361,0.322052743,0.973444129,0.389018999,0.020919094,0.245899149,0.712283538,0.726694131,N/A,English,USA,Karen J. Lloyd,2014,"Animation, Family",81,537,Kelly Sheridan, Brittany McDonald,6726,0.157151353,0.850330154,0.959807077,3.254385965,5.7
Revenge of the Electric Car,0.62862261,0.737166322,0.400797878,0.343934707,0.46651243,0.491992542,0.466953011,0.379926761,0.231191789,0.870565319,0.663703153,0.050820919,0.219865525,0.086605386,0.410603036,0.774893379,0.299764124,0.274192243,0.558597149,0.659379449,0.850471636,0.174798855,0.995792244,0.476487032,0.676900999,0.475372328,0.043098887,0.620951905,0.218361986,0.928601645,PG-13,English,USA,Chris Paine,2011,Documentary,90,"1,461",Tim Robbins, Dan Neil,12791,0.155734501,9.387347392,0.942942777,3.529356579,7.1
Operation: Daybreak,0.740146915,0.757996586,0.273824746,0.453377885,0.686401122,0.408393538,0.656906373,0.701776917,0.094676028,0.903422868,0.994091691,0.093410214,0.828459834,0.172036276,0.151928938,0.983656716,0.511139813,0.96961991,0.873847331,0.687367186,0.772346222,0.107096434,0.963494974,0.248035519,0.707171368,0.477835811,0.120280929,0.270770417,0.360665245,0.277018718,PG,"English, German","USA, Czechoslovakia, Yugoslavia",Lewis Gilbert,1975,"Drama, History, War",118,"1,264",Timothy Bottoms, Martin Shaw,4385,0.263625998,0.921798631,0.859273105,3.793386545,7.1
Zameer,0.66978434,0.702636765,0.328668773,0.234627542,0.42758758,0.302296705,0.369429865,0.462269562,0.273047822,0.613549633,0.975329183,0.346519213,0.951949622,0.480747746,0.376296263,0.987487185,0.597329142,0.964032949,0.972326287,0.675639979,0.601574215,0.306534894,0.918718359,0.350379556,0.749733506,0.537987249,0.239823426,0.174230621,0.703080118,0.232231197,N/A,Hindi,India,Ravi Chopra,1975,"Drama, Action, Family",136,225,Shammi Kapoor, Saira Banu,13994,0.116978705,0.809149392,0.928047909,3.339288266,6.1
Under the Sea 3D,0.164981072,0.624988152,0.846258461,0.896371276,0.365923144,0.400995606,0.332418945,0.131969436,0.394823763,0.80993038,0.571622423,0.216678141,0.702553684,0.282272403,0.440041075,0.947949815,0.006457714,0.340738693,0.790175671,0.490590114,0.865133466,0.001275696,0.999325676,0.989015672,0.999298355,0.692518013,0.157406476,0.42325256,0.006129592,0.999042029,G,English,"USA, Canada",Howard Hall,2009,"Documentary, Short",40,"1,448",,,2291,0.380183326,1.758928571,0.970924777,4.273679616,7.6
Revolutionary Road,0.659483713,0.930313919,0.470555006,0.265511461,0.397046874,0.077945443,0.13739943,0.465500875,0.187877936,0.812198039,0.993319541,0.198354737,0.85829332,0.465516865,0.514045576,0.883360862,0.306729973,0.989526169,0.812318874,0.268904822,0.742245618,0.268061411,0.905613828,0.159604405,0.825091125,0.58282563,0.058046908,0.197825928,0.60717417,0.669670433,R,English,"USA, UK",Sam Mendes,2008,"Drama, Romance",119,"153,886",Kate Winslet, Leonardo DiCaprio,11355,0.13888155,0.974559687,0.950654533,3.335975341,7.3
Kisna: The Warrior Poet,0.433229667,0.391981576,0.262141294,0.278792381,0.396097045,0.303632758,0.47773259,0.326833708,0.406490182,0.251712465,0.886855933,0.460799457,0.974760365,0.610786668,0.373941871,0.997023464,0.61391545,0.872683381,0.975596175,0.699072051,0.546528191,0.214719609,0.959065186,0.699036918,0.940854384,0.664796637,0.623306518,0.121588326,0.659232827,0.214852184,N/A,"English, Hindi",India,Subhash Ghai,2005,"Drama, Musical, Romance",170,"1,162",Vivek Oberoi, Isha Sharvani,8284,0.189039112,1.054200542,0.911463519,3.474046354,4.6
Electricity,0.215203049,0.577346999,0.31501509,0.124728418,0.124650309,0.025722454,0.109158894,0.135926854,0.379084378,0.208491581,0.868455735,0.329998968,0.707656082,0.639554579,0.817075681,0.810298397,0.560312953,0.970974686,0.541000776,0.135447902,0.712394681,0.70714678,0.714577186,0.264150176,0.60446795,0.825151871,0.340038655,0.103106117,0.663211666,0.544662984,N/A,English,UK,Bryn Higgins,2014,Drama,96,546,Paul Anderson, Lenora Crichlow,8349,0.1522338,0.816135084,0.970768457,3.046352857,6
Míçncora,0.205552167,0.468942177,0.101709667,0.671336224,0.177031105,0.208269938,0.266670094,0.40892398,0.453463553,0.182043921,0.744155949,0.145780225,0.584224771,0.330771505,0.467924907,0.709314145,0.829756319,0.847966504,0.647777249,0.665048091,0.74980944,0.896616931,0.7643433,0.188978607,0.525333288,0.423924947,0.461407566,0.167815048,0.728218679,0.22105171,R,Spanish,"Spain, Peru",Ricardo de Montreuil,2008,Drama,100,994,Jason Day, Elsa Pataky,6904,0.203215527,1.341673857,0.951785945,3.405561993,6.6
Date and Switch,0.294285681,0.839129063,0.33870767,0.303169472,0.140848997,0.011815023,0.077149828,0.354014009,0.22911897,0.667392896,0.873532195,0.168235415,0.492154263,0.450351563,0.769102762,0.57509608,0.507240431,0.955607518,0.461186158,0.228771502,0.81525783,0.623961803,0.813858593,0.056298633,0.76300162,0.494518725,0.067454481,0.18891228,0.661337482,0.811979194,R,"English, Spanish",USA,Chris Nelson,2014,"Comedy, Romance",91,"6,052",Quinn Lord, Nick Offerman,14663,0.122485167,0.847801147,0.961215204,3.033553843,5.8
Revenge of the Pink Panther,0.625750711,0.797568439,0.155218873,0.497244785,0.660604136,0.37478039,0.362017517,0.741573775,0.148205716,0.794710314,0.989179421,0.052502714,0.712324722,0.103914178,0.336020436,0.934338975,0.603182515,0.863850738,0.81898952,0.603818301,0.794936849,0.191605375,0.977555236,0.206920346,0.742559316,0.200136774,0.129629856,0.256025274,0.664059439,0.409003414,PG,"English, Latin","UK, USA",Blake Edwards,1978,"Comedy, Crime, Mystery",99,"15,963",Peter Sellers, Herbert Lom,8529,0.180794935,0.948242812,0.913171964,3.372728339,6.7
Jack and the Beanstalk,0.555663425,0.93163094,0.332120146,0.689004385,0.368203506,0.04983372,0.05252697,0.585317246,0.126483163,0.892903774,0.996096237,0.021198796,0.383931622,0.147360151,0.500088756,0.814392883,0.387197697,0.995082857,0.573101685,0.124196069,0.860180264,0.324893614,0.96813354,0.159855183,0.860401338,0.312325859,0.028956378,0.196374314,0.579299334,0.560513103,NOT RATED,English,USA,Jean Yarbrough,1952,"Comedy, Family, Fantasy",70,"2,248",Bud Abbott, Lou Costello,8253,0.163940385,1.119359534,0.957449445,3.158608991,6.1
Querelle,0.430529947,0.559121952,0.509651873,0.182810128,0.246518471,0.11719437,0.10119623,0.125748741,0.305033996,0.335035174,0.943542817,0.288633881,0.951209215,0.520887447,0.640490102,0.973095787,0.194950355,0.939249635,0.928941662,0.475759367,0.723929369,0.107244598,0.986467399,0.623199197,0.834930504,0.734994888,0.262140047,0.065341751,0.431576978,0.530379349,R,English,"West Germany, France",Rainer Werner Fassbinder,1982,Drama,108,"4,011",Brad Davis, Franco Nero,10318,0.16001163,0.725205612,0.900931811,3.397073076,6.8
Pleasure or Pain,0.697766608,0.779977036,0.346979987,0.158673287,0.363152667,0.122865447,0.173901411,0.407718593,0.340837435,0.499408866,0.973939184,0.30142674,0.968722108,0.578769071,0.809635444,0.929891241,0.428482606,0.980930691,0.937045577,0.418037017,0.736680475,0.390890601,0.921008376,0.315894772,0.791388198,0.649439989,0.141242804,0.135279579,0.744952929,0.591444178,N/A,English,USA,Zalman King,2013,"Drama, Thriller",99,"1,544",Malena Morgan, Christos Vasilopoulos,6057,0.183589236,0.70996732,0.93005367,3.250784217,4.5
The Alchemist Cookbook,0.000132966,0.049733105,0.095557131,0.981957261,0.12743457,0.321114548,0.132470161,0.743061462,0.940212968,0.139300604,0.321032492,0.03608164,0.029662538,0.042079067,0.681863375,0.030481363,0.749111659,0.075027795,0.008399384,0.66600467,0.956834196,0.915667929,0.703822888,0.541644288,0.793093605,0.203944467,0.264590782,0.002955136,0.970777449,0.526621642,N/A,English,USA,Joel Potrykus,2016,"Drama, Horror",82,188,Ty Hickson, Amari Cheatom,3796,0.17544784,1.244482173,0.979563333,2.948893572,4.5
Sneakers,0.458858825,0.656025821,0.14350205,0.546744027,0.510971886,0.353662007,0.359892949,0.685751891,0.171796818,0.769089403,0.971008579,0.033331483,0.390927611,0.096940492,0.363066444,0.673014499,0.611027606,0.780888197,0.486910561,0.649492069,0.897202854,0.43421756,0.941100205,0.136165996,0.443376308,0.271423363,0.136117118,0.178688188,0.459421615,0.426625075,PG-13,"English, Russian, Chinese",USA,Phil Alden Robinson,1992,"Comedy, Crime, Drama",126,"44,279",Jo Marr, Gary Hershberger,12867,0.159400016,0.985432734,0.920892439,3.255848294,7.1
Las Acacias,0.711810725,0.899265055,0.042354828,0.426994116,0.567823028,0.243026386,0.535771908,0.918290991,0.125742617,0.666846618,0.989226152,0.043826652,0.556820487,0.242039804,0.298262839,0.730172314,0.915651515,0.992692168,0.817963142,0.547026374,0.863992323,0.599934419,0.46608291,0.00386841,0.18856729,0.220221952,0.126866598,0.177964073,0.902989063,0.021908948,NOT RATED,"Spanish, Guarani","Argentina, Spain",Pablo Giorgelli,2011,Drama,82,"1,693",Germíçn de Silva, Hebe Duarte,1478,0.286874154,0.843065693,0.946404941,3.081867388,6.9
Undercover Brother,0.167951497,0.596898072,0.079544988,0.899555281,0.398305495,0.176119288,0.202893697,0.711301903,0.326708789,0.798283902,0.918744343,0.019023182,0.336933278,0.043428805,0.500560771,0.68261333,0.649437049,0.50407076,0.296085561,0.542543321,0.958072958,0.588401761,0.97859858,0.506739922,0.917096807,0.117640249,0.094810161,0.175427094,0.788075785,0.708938147,PG-13,English,USA,Malcolm D. Lee,2002,"Action, Comedy",86,"29,769",Eddie Griffin, Chris Kattan,13239,0.156507289,1.198074975,0.963852874,3.114434625,5.8
Jack and Jill vs. the World,0.481199189,0.878081478,0.314582673,0.451612764,0.361851963,0.093404597,0.203017556,0.473496162,0.230343154,0.77222036,0.977837372,0.122180809,0.725118709,0.354065532,0.561187133,0.843425819,0.478193293,0.947109959,0.746807375,0.319457057,0.907391798,0.461623092,0.950990421,0.244917481,0.938728211,0.414109217,0.054564421,0.205491994,0.659542311,0.774174493,PG-13,English,"USA, Canada",Vanessa Parise,2008,"Comedy, Drama, Romance",90,"2,590",Freddie Prinze Jr., Taryn Manning,9799,0.163384019,0.874304783,0.946577953,3.162873763,5.6
Notorious,0.681673276,0.889627426,0.264690484,0.341047293,0.474517369,0.148204099,0.218283003,0.565330273,0.193167514,0.749864528,0.993164291,0.187588911,0.873843649,0.378727327,0.541052612,0.946173289,0.53421821,0.990373853,0.883500977,0.412238965,0.684603857,0.416244795,0.872488436,0.095582918,0.666231183,0.467557451,0.147099116,0.210184523,0.692618043,0.308261535,APPROVED,"English, French, Portuguese",USA,Alfred Hitchcock,1946,"Drama, Film-Noir, Romance",101,"74,609",Cary Grant, Ingrid Bergman,13904,0.126438435,0.712077642,0.944941572,3.152689873,8
Revenge of the Nerds,0.396572384,0.840071978,0.082611721,0.706023653,0.549693991,0.209435289,0.477107145,0.835037412,0.207771087,0.864399458,0.968556596,0.032939643,0.261401525,0.111755851,0.561265053,0.543254817,0.905780899,0.827312615,0.341226429,0.572896907,0.901949609,0.911549988,0.765947883,0.043918842,0.675578251,0.137094976,0.063938151,0.497341124,0.797950605,0.546687251,R,English,USA,Jeff Kanew,1984,Comedy,90,"40,389",Robert Carradine, Anthony Edwards,9686,0.147842247,1.080684597,0.973266682,3.081664258,6.6
Electric Apricot,0.340417252,0.813774207,0.388683534,0.31770514,0.245557131,0.04228441,0.209502382,0.308916682,0.266629844,0.760048712,0.902042689,0.120416501,0.614019304,0.293991635,0.861882755,0.885030929,0.423146057,0.842527033,0.552703915,0.236732022,0.915686246,0.527138278,0.981076363,0.493041667,0.930610011,0.553824647,0.072763176,0.444743441,0.539872835,0.95626248,R,English,USA,Les Claypool,2006,Comedy,92,527,Jonathan Korty, Adam Gates,16869,0.133914281,0.891649207,0.975802529,3.354496414,7.1
Visions,0.537469138,0.902352196,0.381521753,0.289411246,0.377811238,0.085244783,0.150581051,0.465762099,0.177046032,0.80867138,0.988499991,0.270005362,0.872956219,0.530857657,0.581803845,0.94281926,0.425759163,0.980013629,0.853538109,0.251499165,0.711021843,0.326760118,0.872445598,0.192815399,0.870691961,0.573208184,0.111084178,0.218536589,0.659465146,0.650726501,R,"English, Spanish",USA,Kevin Greutert,2015,"Drama, Horror, Mystery",82,"6,245",Isla Fisher, Anson Mount,7389,0.165380972,0.894109397,0.935008495,3.262687779,5.3
Conspiracy,0.377858177,0.638624884,0.112092628,0.598654617,0.443742187,0.179346231,0.29611653,0.65560442,0.193957807,0.621685356,0.986270038,0.029838693,0.496165228,0.127306271,0.429554819,0.745946726,0.64211351,0.901647884,0.521790268,0.524809612,0.863674723,0.5024832,0.931054742,0.115735027,0.562670428,0.322417601,0.139164377,0.08415607,0.664489615,0.17475401,R,"English, German","UK, USA",Frank Pierson,2001,"Drama, History, War",96,"12,938",Kenneth Branagh, Clare Bullus,9388,0.166063059,0.881477398,0.974555062,3.196207925,7.8
American Sniper,0.259825757,0.533246899,0.079103175,0.708923282,0.320623807,0.138268035,0.208097248,0.703008137,0.268504678,0.592746209,0.947530513,0.027595583,0.40938008,0.100616709,0.359952709,0.462733918,0.734673426,0.82223718,0.371943115,0.506252452,0.845886053,0.65530599,0.811231684,0.123726667,0.512016594,0.220322163,0.174015044,0.101227226,0.802739261,0.164397365,R,"English, Arabic",USA,Clint Eastwood,2014,"Action, Biography, Drama",133,"332,843",Bradley Cooper, Kyle Gallner,15067,0.136390788,0.872468917,0.939193692,3.101612796,7.3
Under the Yum Yum Tree,0.676216774,0.925181428,0.255585587,0.370114198,0.540966788,0.152391585,0.279813805,0.568485334,0.208779234,0.77539363,0.995272731,0.16116559,0.907801175,0.36639864,0.568808188,0.959438783,0.617222791,0.983345844,0.89933113,0.350171131,0.764542561,0.426972834,0.930163188,0.21661314,0.851141815,0.461432655,0.058633417,0.293154734,0.783652942,0.625574489,N/A,"English, Italian",USA,David Swift,1963,Comedy,110,"1,238",Jack Lemmon, Carol Lynley,20230,0.117004449,0.817405673,0.982979459,3.183786456,6.1
